_id,barcode,description,discountPrice,hsCode,name,originalId,packaged,picked,price,quantity,sku,variant,vat,weight
61f52a9cd75b588f02aa34ac,,,,,Paté de Alcachofas Bio Organica Italia 90 gr,,TRUE,FALSE,2.07,1,223476,,10,
621e63e1039e3a1502553d26,,Women's Cotton Dress,160,620442,Slate,11206081282204,TRUE,FALSE,160,1,SKD0218L,2X / Long,26.67,0.318
62212eaf0e7c8f4a9c8e7575,8445262013542,SNEAKERS,69,640399,MANCHESTER,10629109055534,TRUE,FALSE,69,1,22102602,44,11.98,0
622207de62e85a26b41938f5,,,,,Harina de Sangre Cultivers (1 kg),,TRUE,FALSE,9.97,1,257700,,10,
622207de62e85a3b4d1938f6,,,,,Sangre Seca 800 gr BioFlower,,TRUE,FALSE,9.95,1,258151,,21,
6223162e6b21403f367860f8,8445262019575,SNEAKERS,150,6403999800,KEOPS,10632636989486,TRUE,FALSE,150,1,12206003,38,23.95,0
622739f2dd8322d3896c9fd7,,,159.9,null,VALADARES 18650002 Inodoro Infantil,10857144320073,TRUE,FALSE,159.9,1,18650002+50308530,CELESTE,55.5,25
6227573cf36abe16dbcee5ee,38020801020102,,0,,Jarra de agua 1.5 Litros blanco decorada - Modelo 05,,TRUE,FALSE,16.95,1,38020801020102,,37.12,0.95
6227573cf36abe5755cee5f0,1070102010101,,0,,Jarra para agua Outlet - Amarillo,,TRUE,FALSE,5.98,1,1070102010101,Amarillo,4.66,0.575
6227573cf36abee46acee5ef,14020302010102,,0,,Ensaladera bol cerámica decorado amarillo - Modelo 04,,TRUE,FALSE,22.95,1,14020302010102,,68.1,1
622a313363257c973d4fbc2b,,,20,null,W0TS,11133783867526,TRUE,FALSE,20,1,kHCNnUPUP,,0,0.5
622a3c5d18a03a40d7cbf75f,22031111010103,,0,,Incensario peregrino camino Santiago de barro rojo pintado,,TRUE,FALSE,9.95,1,22031111010103,,56.74,0.41
622a3c5d18a03a7127cbf75e,22031111010103,,0,,Incensario peregrino camino Santiago de barro rojo pintado,,TRUE,FALSE,9.95,1,22031111010103,,56.74,0.41
622a4d60d6addd55a2f35e18,,,34,,BELT BAG,,TRUE,FALSE,40.8,1,804843_NNY_NBK_UNI,201,20,0.5
622a4d60d6addd5ad0f35e14,,,119,,AIR FORCE 1 ´07 LV8,,TRUE,FALSE,142.8,1,DC8873_101_9.5,189,20,0.5
622a4d60d6addd5da7f35e19,,,19,,U NK EVERYDAY CUSH CREW 6 PAIRS,,TRUE,FALSE,22.8,1,SX7666_010_M,187,20,0.5
622a4d60d6addd62ecf35e16,,,34,,MN VANS REFLECT PO,,TRUE,FALSE,40.8,1,VN0A54AOWHT1_L,189,20,0.5
622a4d60d6addd8280f35e1b,,,17,,U NK NSW EVRY ESSENTIAL ANKLE,,TRUE,FALSE,20.4,1,SK0110_010_M,187,20,0.5
622a4d60d6addd866af35e17,,,59,,LOCK UP CREW,,TRUE,FALSE,70.8,1,H41316_L,194,20,0.5
622a4d60d6adddb762f35e15,,,99,,M J JMPMN VEST,,TRUE,FALSE,118.8,1,DC9661_010_L,187,20,0.5
622a4d60d6adddd352f35e1a,,,12,,VALLEY GROVE EMBROIDERED SOCK WHITE,,TRUE,FALSE,14.4,1,DK0A4X82WHX1_43-46,189,20,0.5
622a728b1c03232ff9baee83,8434380996486,Chaqueta,69.99,null,Chaqueta entallada y acolchada rosa con parche logotipado,10901406580854,TRUE,FALSE,69.99,1,PC2120020142006-XL,XL,12.15,0
622a7d3e4027dea35c95d1a8,,,21.95,null,"""Lootus"" - for Ukraine",12033014956257,TRUE,FALSE,21.95,1,G8CuLv87H,,0,0
622ab798594bb708eb396ebf,,,21.95,null,Piece of Freedom Swallow Brooch,12033266909409,TRUE,FALSE,21.95,1,9F11AiVJoU,Bird looking left,0,0
622ab798594bb71994396ec9,,,21.95,null,"""Lootus"" - for Ukraine",12033267040481,TRUE,FALSE,21.95,1,LnSwLmup6m,,0,0
622ab798594bb71ec6396ec6,,,21.95,null,Suitsupääsuke Butterfly Brooch,12033267007713,TRUE,FALSE,21.95,1,0QSwbFzhom,,0,0
622ab798594bb73472396ec2,,,21.95,null,Snow White Butterfly Brooch,12033266974945,TRUE,FALSE,21.95,1,Iv9Zi8nn1c,,0,0
622ab798594bb7378c396ec0,,,21.95,null,White Lace Butterfly brooch,12033266942177,TRUE,FALSE,21.95,1,T6h7OIANoK,,0,0
622ab798594bb740a8396ec3,,,21.95,null,Snow White Butterfly Brooch,12033266974945,TRUE,FALSE,21.95,1,Iv9Zi8nn1c,,0,0
622ab798594bb7535e396ec8,,,21.95,null,"""Lootus"" - for Ukraine",12033267040481,TRUE,FALSE,21.95,1,LnSwLmup6m,,0,0
622ab798594bb78379396ec5,,,21.95,null,Suitsupääsuke Butterfly Brooch,12033267007713,TRUE,FALSE,21.95,1,0QSwbFzhom,,0,0
622ab798594bb78743396ebd,,,21.95,null,The Wild One Butterfly Brooch,12033266843873,TRUE,FALSE,21.95,1,VUpRc41Mj,The Wild One Brooch,0,0
622ab798594bb78f78396eca,,,21.95,null,"""Lootus"" - for Ukraine",12033267040481,TRUE,FALSE,21.95,1,LnSwLmup6m,,0,0
622ab798594bb7b9b3396ebe,,,21.95,null,Free Spirit Butterfly Brooch,12033266876641,TRUE,FALSE,21.95,1,egU2g7cz6A,Free Spirit Brooch,0,0
622ab798594bb7bdb8396ec1,,,21.95,null,Snow White Butterfly Brooch,12033266974945,TRUE,FALSE,21.95,1,Iv9Zi8nn1c,,0,0
622ab798594bb7cb97396ec7,,,21.95,null,"""Lootus"" - for Ukraine",12033267040481,TRUE,FALSE,21.95,1,LnSwLmup6m,,0,0
622ab798594bb7cff3396ec4,,,21.95,null,Suitsupääsuke Butterfly Brooch,12033267007713,TRUE,FALSE,21.95,1,0QSwbFzhom,,0,0
622b0c34609f81394c1a6a5d,,,21.95,null,"""Lootus"" - for Ukraine",12033523384545,TRUE,FALSE,21.95,1,_iy6N1tyQ,,0,0
622b0c34609f81523b1a6a5c,,,21.95,null,"""Lootus"" - for Ukraine",12033523384545,TRUE,FALSE,21.95,1,_iy6N1tyQ,,0,0
622b119d594bb73a143973b5,,,21.95,null,"""Lootus"" - for Ukraine",12033539244257,TRUE,FALSE,21.95,1,yGr0L2V8Z,,0,0
622b119d594bb7b5fe3973b4,,,21.95,null,"""Lootus"" - for Ukraine",12033539244257,TRUE,FALSE,21.95,1,yGr0L2V8Z,,0,0
622b7e242047be6e2e5741cd,,,21.95,null,"""Lootus"" - for Ukraine",12034055176417,TRUE,FALSE,21.95,1,Qw5zNcuKZ,,0,0
622baef3f708ef9bca8931e6,,Women's Cotton Dress,145,620442,Wishful Thinking,11227069284508,TRUE,FALSE,145,1,BE3034,M / Standard,0,0.318
622c44f1298664b6458193c2,8445262008340,SNEAKERS,130,640399,EMPIRE STATE,10649715474478,TRUE,FALSE,130,1,12106001,39,22.56,0
622c5e113428682b22439da1,,,21.95,null,"""Lootus"" - for Ukraine",12035150381281,TRUE,FALSE,21.95,1,J7wlkjrr2,,0,0
622c5e113428686b38439d9f,,,21.95,null,"""Lootus"" - for Ukraine",12035150381281,TRUE,FALSE,21.95,1,J7wlkjrr2,,0,0
622c5e11342868c87e439da0,,,21.95,null,"""Lootus"" - for Ukraine",12035150381281,TRUE,FALSE,21.95,1,J7wlkjrr2,,0,0
622ce9b677734214d1fd44ae,,,21.95,null,"""Lootus"" - for Ukraine",12035866853601,TRUE,FALSE,21.95,1,mTpnNbXka,,0,0
622cea25e1e8c337dc60b214,,,21.95,null,"""Lootus"" - for Ukraine",12035868360929,TRUE,FALSE,21.95,1,C7GO7WTNg,,0,0
622cee96ad3f714bf00b2499,,,21.95,null,"""Lootus"" - for Ukraine",12035904667873,TRUE,FALSE,21.95,1,9T_T3EYWz,,0,0
622cf01219809f830961c075,8434381004043,Jersey,34.99,null,Jersey gris vigoré de cuello redondo con etiqueta de logo en piel,10906940244086,TRUE,FALSE,34.99,1,PC2120020212026-XXL,XXL,5.47,0
622d0ad01ad8034e890c39c4,8436604890280,,null,,Total Look Iraya azul marino,,TRUE,FALSE,215,1,SS22006S,Jacquard azul marino S,21,0
622d127ada9bcb3fabe98a70,,,21.95,null,"""Lootus"" - for Ukraine",12036181819617,TRUE,FALSE,21.95,1,Z6xIW2srB,,0,0
622d7caac0330c285ebfcb27,,,21.95,null,"""Lootus"" - for Ukraine",12036599283937,TRUE,FALSE,21.95,1,2VqE_shQG,,0,0
622d9e7ff4bed81ee72d703f,,,26.95,null,Wings of Freedom Earrings,12036692279521,TRUE,FALSE,26.95,1,xKACYx0_D,,0,0
622d9e7ff4bed8e3262d7040,,,21.95,null,"""Lootus"" - for Ukraine",12036692312289,TRUE,FALSE,21.95,1,3hUJcIFUdP,,0,0
622db33f9ba42d348c81b71a,,,39,null,Singing birds embroidered t-shirt,12036747460833,TRUE,FALSE,39,1,KUoGwhSTc,Medium,0,0
622db33f9ba42d628181b71b,,,39,null,Dancing birds embroidered t-shirt (black),12036747493601,TRUE,FALSE,39,1,KITpjTrtmm,Medium,0,0
622db33f9ba42d631381b71c,,,21.95,null,"""Lootus"" - for Ukraine",12036747526369,TRUE,FALSE,21.95,1,jeIy5z7jRL,,0,0
622dc7442c529b00a71d7da6,,,21.95,null,"""Lootus"" - for Ukraine",12036808835297,TRUE,FALSE,21.95,1,x1nnjWvw2,,3.66,0
622dc7b76b89d969b09f6c20,8434380907741,Bermudas,39.99,null,Bermuda orgánica azul lavanda con estampación a contraste,10908475818102,TRUE,FALSE,39.99,1,PC2021019084162-L,L,6.94,0
622dc7b76b89d979529f6c23,8434380556932,Bolso,39.99,null,Bolso kaki Urban,10908475916406,TRUE,FALSE,39.99,1,PC19200152245109-U,U,6.94,0.1
622dc9af1ad803e1bb0c3b58,,,null,,Lajas rojo,,TRUE,FALSE,157.5,1,U67D3O5bt,Rojo XS (34),21,0
622e2dc9b109838332070883,,,21.95,null,"""Lootus"" - for Ukraine",12037306777825,TRUE,FALSE,21.95,1,31nfeLNsM,,0,0
622f29b1a0682218719405f5,8434380852003,Sudadera,34.99,null,Sudadera orgánica azul celeste con logo bordado,10911455838326,TRUE,FALSE,34.99,1,PC2020018040008-S,S,5.47,0
622f9ec6753c500e85f9fba4,8434380756325,Camiseta,39.99,null,Pack de dos camisetas blanca y azul marino con logo bordado,10818215313579,TRUE,FALSE,39.99,1,PC2020017073109-L,L,6.383333333,1
622f9ec6753c50adf9f9fba3,8434380756325,Camiseta,39.99,null,Pack de dos camisetas blanca y azul marino con logo bordado,10818215313579,TRUE,FALSE,39.99,1,PC2020017073109-L,L,6.383333333,1
622f9ec6753c50c602f9fba5,8434380756325,Camiseta,39.99,null,Pack de dos camisetas blanca y azul marino con logo bordado,10818215313579,TRUE,FALSE,39.99,1,PC2020017073109-L,L,6.383333333,1
6230270b21366501090d1293,8445026045468,,91.95,null,MONO MRS BRADSHOW · LILA,10876112601173,TRUE,FALSE,91.95,1,M0110-LIL-S,S / lila,15.96,0.2
623044fd5509ff6b3fb0aa7f,,,21.95,null,"""Lootus"" - for Ukraine",12037213487329,TRUE,FALSE,21.95,1,uJ34-3LiT,,0,0
623050ec79e59294f4006c99,8445262025620,SNEAKERS,99,6403999600,MADRID MAN,10656806207534,TRUE,FALSE,99,1,12202612,42,15.81,0
62306d0ef919f1b92fe39940,8445262018158,SNEAKERS,99,640399,MONTREAL,10656918405166,TRUE,FALSE,99,1,12202016,38,16.5,0
6230a7991b3ce8fbd530e046,8445262018363,SNEAKERS,99,6403999600,DENVER,10657293172782,TRUE,FALSE,99,1,12202603,40,17.18,0
6230b1047d82e13e8a0bcdd6,8434380851808,Sudadera,44.99,null,Sudadera orgánica en crudo con logo bordado,10818085093547,TRUE,FALSE,44.99,1,PC2020018038042-S,S,7.3,0
6230b1047d82e14e4a0bcdd7,8434380850504,Jersey,79.99,null,Cárdigan azul marino de inspiración náutica,10818085126315,TRUE,FALSE,79.99,1,PC2020018025003-S,S,12.98,0
6230b1047d82e174250bcdd9,8434380827995,Polo,39.99,null,Polo marinero azul con parche bordado,10818085191851,TRUE,FALSE,39.99,1,PC2020017321003-S,S,6.49,0.1
6230b1047d82e17f1f0bcdd5,8445779036034,Bolso,0,null,Tote bag beige con print The Poloclub,10818085060779,TRUE,FALSE,0,1,PC2022021347042-U,U,0,0
6230b1047d82e1800a0bcdd8,8434380829098,Polo,39.99,null,Polo manga larga azul marino con logo  bordado a contraste,10818085159083,TRUE,FALSE,39.99,1,PC2020017332003-S,S,6.49,0
6230caf3a61d7b5e45d90e85,,Women's Cotton Dress,145,620442,Queen Bee,11234768191644,TRUE,FALSE,145,1,BE2715L,L / Long,25.17,0.318
6231111832ec9352c60f35f5,,,10.9,null,Edición Limitada  SPIDERMAN GOLD®,12059317534975,TRUE,FALSE,10.9,1,S1a6YcTEvm,M PORTABLE,0,0
6231111832ec93a8c00f35f6,,,7.87,null,Dopaminemask PRINCES®,12059317567743,TRUE,FALSE,7.87,1,mD9e0vxfB-,S Portable,0,0
6231111832ec93e20f0f35f4,,,10.9,null,Edición Limitada PREMIUM OWL MACHINE®,12059317502207,TRUE,FALSE,10.9,1,2LdD-K5aA,L Sport,0,0
6231e66fff4edd27b58bddf3,,Women's Cotton Dress,145,620442,Queen Bee,11236363239580,TRUE,FALSE,145,1,BE2715L,L / Long,23.15,0.318
6231fc0a940f177f1fdf7db5,,,21.95,null,"""Lootus"" - for Ukraine",12033534755041,TRUE,FALSE,21.95,1,omnCUQ-tZ,,0,0
6232108e317faefe07af1f61,8445262017489,SNEAKERS,99,6403999600,BARCELONA,10659936698414,TRUE,FALSE,99,1,12202005,37,17.18,0
623215411b3ce80d6930e511,8445262017502,SNEAKERS,99,6403999600,BARCELONA,10659998007342,TRUE,FALSE,99,1,12202005,39,15.81,0
623215411b3ce881fa30e512,8445262017496,SNEAKERS,99,6403999600,BARCELONA,10659998040110,TRUE,FALSE,99,1,12202005,38,15.81,0
623241c9ee7aee19341a68e0,8434380974514,Camisa,39.99,null,Camisa entallada azul marino de popelín con logo bordado,10919204782198,TRUE,FALSE,39.99,1,PC2021019789003-S,S,6.25,0
623248cc8f04b5453cac8a5d,8445262017496,SNEAKERS,99,6403999600,BARCELONA,10660489920558,TRUE,FALSE,99,1,12202005,38,15.81,0
623248cc8f04b5b36eac8a5c,8445262017434,SNEAKERS,99,6403999600,SAO PAULO,10660489887790,TRUE,FALSE,99,1,12202004,38,15.81,0
6232c4a8947e9a0101ba3796,,,,,Bambú Chino Reedcane (1 x 5),,TRUE,FALSE,13.35,1,12685,,21,
6232c4a8947e9a0d6eba3797,,,,,Bambú Chino Reedcane (1 x 5),,TRUE,FALSE,13.35,1,12685,,21,
6232c4a8947e9a2730ba3795,,,,,Bambú Chino Reedcane (1 x 5),,TRUE,FALSE,13.35,1,12685,,21,
6233063bb536c53a6c8777d3,,,,,Kit Huerto Vintage Batlle,,TRUE,FALSE,25.18,1,49132,,21,
62334b2164194148b5666efe,,,,,Crema Blanca con Coco vegana La Vida Vegan (600 gramos),,TRUE,FALSE,9.11,1,240658,,10,
62335d6ddfed2d2c94b32708,,Women's Cotton Dress,145,620442,Queen Bee,11238588645532,TRUE,FALSE,145,1,BE2715,L / Standard,23.15,0.318
62335d6ddfed2d5ec7b32707,,Women's Cotton Dress,145,620442,Queen Bee,11238588612764,TRUE,FALSE,145,1,BE2714,M / Standard,23.15,0.318
62337279123c70b484b84223,8434380973210,Camisa,39.99,null,Camisa blanca popelín con logo bordado,10921765470326,TRUE,FALSE,39.99,1,PC2021019776001-S,S,6.94,0
62337279123c70dfc4b84224,8434380973319,Camisa,39.99,null,Camisa azul cielo popelín con logo bordado,10921765503094,TRUE,FALSE,39.99,1,PC2021019777008-S,S,6.94,0
6233a1533e3b16f43699966b,8445026052343,,149.95,null,VESTIDO MRS THOMPSON · MORADO,10884555898965,TRUE,FALSE,149.95,1,V0176-MOR-XS,XS / crep-morado,26.02,0.2
6234600721f80cb927f09a43,,,47.7,,ULTRA FLEX 2.0 - CRYPTIC,,TRUE,FALSE,0,1,232206_BLK_10.5,,20,0.5
62348997ef1bf15c59c2f60b,,,48,,MICROBURST 2.,,TRUE,FALSE,0,1,104260_TPLV_8,,20,0.5
62349c2501da220d50dc2a56,8445026048711,,109.95,null,VESTIDO MRS. TAYLOR · VERDE,10886891896917,TRUE,FALSE,109.95,1,V0204-VER-M,M / verde,19.08,0.2
6234a16ee4ef816601ea1175,8445026052305,,89.95,null,VESTIDO MRS BAILEY · COBRE,10886947536981,TRUE,FALSE,89.95,1,V0217-COB-S,S / satinado-cobre,15.61,0.2
6234b8c2a92e2ef59086b42e,8445026052152,,129.95,null,VESTIDO MRS. COLLINS · ESTAMPADO,10887249330261,TRUE,FALSE,129.95,1,V0215-EST-S,S / print-bomba,22.55,0.2
6234cdda2f0b263f02a3ff04,8445026052152,,129.95,null,VESTIDO MRS. COLLINS · ESTAMPADO,10887516225621,TRUE,FALSE,129.95,1,V0215-EST-S,S / print-bomba,22.55,0.2
6234e663abab07778dac84af,8445026052350,,149.95,null,VESTIDO MRS THOMPSON · MORADO,10887810547797,TRUE,FALSE,149.95,1,V0176-MOR-S,S / crep-morado,26.02,0.2
6234ea58abab077aa3ac84ce,8445026052176,,129.95,null,VESTIDO MRS. COLLINS · ESTAMPADO,10887858094165,TRUE,FALSE,129.95,1,V0215-EST-L,L / print-bomba,22.55,0.2
6234fc337fb0e25407bcee23,8434380807669,Sudadera,44.99,null,Sudadera orgánica verde militar con capucha y bolsillos delanteros,10925479362678,TRUE,FALSE,44.99,1,PC2020017156113-M,M,7.81,0
6234fc337fb0e26e20bcee22,8434380807577,Sudadera,44.99,null,Sudadera orgánica burdeos con capucha y bolsillos delanteros,10925479329910,TRUE,FALSE,44.99,1,PC2020017155104-L,L,7.81,0
6234fc337fb0e2de61bcee24,8434380807270,Sudadera,44.99,null,Sudadera orgánica azul marino con capucha y bolsillos delanteros,10925479395446,TRUE,FALSE,44.99,1,PC2020017152003-L,L,7.81,0
623588d1c816dcdbce3136b5,8445262017519,SNEAKERS,99,6403999600,BARCELONA,10666985652270,TRUE,FALSE,99,1,12202005,40,15.81,0
62359234d31e080a4746c189,,Women's Cotton Dress,160,620442,Slate,11241933340828,TRUE,FALSE,160,1,SKD0216L,XL / Long,32,0.318
6235b96d6307c50990c12f16,,,18.33,,GLIDE-STEP SPORT,,TRUE,FALSE,0,1,302472L_BBLP_1,,20,0.5
6235bc64e298e051235aee78,8445262017519,SNEAKERS,99,6403999600,BARCELONA,10667175706670,TRUE,FALSE,99,1,12202005,40,15.81,0
6235c2c3a92e2ec95b86b8aa,17020907010102,,0,,Vasos chupito - Vaso chupito de barro rojo - Pack x6,,TRUE,FALSE,9.95,1,17020907010102,,14.23,0.5
6235d4fc01da225b08dc3125,8445026034202,,114.95,null,MONO MRS TURNER · BURDEOS,10889572581461,TRUE,FALSE,114.95,1,M0104-BUR-XS/S,XS/S / burdeos,19.95,0.2
6235df8a80c9f04c66e07449,8434380837260,Polo,24.99,null,Polo custom fit gris con logo,10927002583158,TRUE,FALSE,24.99,1,PC2020017412026-M,M,4.34,0.1
6235df8a80c9f04ecee0744a,8434380807669,Sudadera,44.99,null,Sudadera orgánica verde militar con capucha y bolsillos delanteros,10927002615926,TRUE,FALSE,44.99,1,PC2020017156113-M,M,7.81,0
6235df8a80c9f0fd66e07448,8434380948881,Polo,34.99,null,Polo verde botella piqué con tapeta de tres botones y logo bordado en contraste,10927002550390,TRUE,FALSE,34.99,1,PC2021019456029-M,M,6.07,0
6235f4a50001d903335ea2bb,,,6.87,null,Dopaminemask BASICA NEGRA®,12070720930047,TRUE,FALSE,6.87,1,tJQIXdoiMi,M Clasic,0,0
6235f4a50001d91ffd5ea2bd,,,7.87,null,Dopaminemask PRINCES®,12070720995583,TRUE,FALSE,7.87,1,ETQZ-mEu7W,S Portable,0,0
6235f4a50001d969205ea2bc,,,9.9,null,Edición Limitada PREMIUM SMOKE ®,12070720962815,TRUE,FALSE,9.9,1,Y1LLTigfWG,S Clasic,0,0
6235f4a50001d989b25ea2b8,,,6.87,null,Dopaminemask CUBEGREEN®,12070720897279,TRUE,FALSE,6.87,1,w7dKV5MwC,M Clasic,0,0
6235f4a50001d9adcd5ea2ba,,,6.87,null,Dopaminemask BASICA NEGRA®,12070720930047,TRUE,FALSE,6.87,1,tJQIXdoiMi,M Clasic,0,0
6235f4a50001d9ddd15ea2b9,,,6.87,null,Dopaminemask CUBEGREEN®,12070720897279,TRUE,FALSE,6.87,1,w7dKV5MwC,M Clasic,0,0
6235f6fa7fea833026753012,8434381011362,Polo,44.99,null,Polo rojo piqué con tapeta de tres botones y logo bordado,10831306326187,TRUE,FALSE,44.99,1,PC2120020237004-M,M,7.81,0
6235fc5e2f0b262812a402f8,8445026058208,,149.95,null,VESTIDO MRS. HARPER · ROJO,10889981919317,TRUE,FALSE,149.95,1,V0243-ROJ-XS,XS / gasa-rojo,26.02,0.2
623602b578199a116ad17914,,Women's Cotton Dress,145,620442,Jardin,11242527850652,TRUE,FALSE,145,1,21jk6Kg7A,L / Standard,24.17,0.318
623602b578199a4929d17913,,Women's Cotton Dress,145,620442,Queen Bee,11242527817884,TRUE,FALSE,145,1,BE2715,L / Standard,24.17,0.318
623602b578199a6849d17912,,Women's Cotton Dress,145,620442,Prime Thyme,11242527785116,TRUE,FALSE,145,1,BE3235,L / Standard,24.17,0.318
623602b578199a70e6d17911,,Women's Cotton Dress,160,620442,Honeycrisp,11242527752348,TRUE,FALSE,160,1,SKD0075,L / Standard,26.67,0.318
6236164cb1e71276d92f00aa,,,35,,FUSE TREAD,,TRUE,FALSE,0,1,302949L_GYMT_4,,20,0.5
62363684a5442986455dbec7,8445026034202,,114.95,null,MONO MRS TURNER · BURDEOS,10890713006165,TRUE,FALSE,114.95,1,M0104-BUR-XS/S,XS/S / burdeos,19.95,0.2
623666bf9ad5851fcb5a118c,8445026054439,,79.95,null,VESTIDO GO ON · VERDE LIMA,10891224907861,TRUE,FALSE,79.95,1,V0228-VER-S,S / verde-satin,13.88,0.2
6236ce74a5442970685dbfe7,,,54,,ELITE FLEX PRIME-TAKE OVER,,TRUE,FALSE,0,1,232212_NVYL_9,,20,0.5
6236ce74a54429b65d5dbfe6,,,48,,GLIDE-STEP SPORT - WAVE HEAT,,TRUE,FALSE,0,1,232270_NVOR_9,,20,0.5
6236dac45d96bdcac3431cd9,,,54,,GO WALK ARCH FIT- UNIFY,,TRUE,FALSE,0,1,124403_BKAQ_9,,20,0.5
6236ef6c0be85133e549b9eb,8445262008388,SNEAKERS,150,640399,ORIENTAL PEARL,10669389709358,TRUE,FALSE,150,1,12106002,37,25,0
6236f618473e5adb63af0419,,,51,,GLOBAL JOGGER-FULL ENVY,,TRUE,FALSE,0,1,149626_BKW_10,,20,0.5
6236fa67b060e1433cb5e7f9,,,39,,RAINBOW RACER,,TRUE,FALSE,0,1,302300L_BLU_11.5,,20,0.5
6236fa67b060e1c49db5e7fa,,,44,,ULTRA FLEX-METAMORPHIC,,TRUE,FALSE,0,1,81546L_PKGD_11.5,,20,0.5
6236fa67b060e1db6cb5e7fb,,,42,,GO WALK SMART,,TRUE,FALSE,0,1,16700_TPE_11,,20,0.5
6236fb3e3d05161cf9fc76e7,,,36,,SWEETHEART LIGHTS - LOVELY CO,,TRUE,FALSE,0,1,302312L_SMLT_3,,20,0.5
623705011a289ad9c223e9d7,,,42,,GO RUN FAST-BRISK DAY,,TRUE,FALSE,0,1,128186_LTPK_7,,20,0.5
623706b09d6df03d264cbb1d,,,18.33,,GLIDE-STEP SPORT,,TRUE,FALSE,0,1,302472L_BBLP_1,,20,0.5
623706b09d6df05b664cbb1e,,,24.33,,UNO LITE - VENDOX,,TRUE,FALSE,0,1,403695L_BLK_1,,20,0.5
623706b09d6df0dae14cbb1f,,,39.33,,D´LUX WALKER - NEW MOMENT,,TRUE,FALSE,0,1,149357_BKW_7,,20,0.5
6237153fa92e2e0b6786bc92,WN649600-D2R,,0,,Ypao Yamaha para amplificadores Hi-Fi (ver modelos en descripción) (ref:3954),,TRUE,FALSE,9.79,1,WN649600-D2R,,20.13,0.01
62372a072f0b2661c5a406cf,8445026058215,,149.95,null,VESTIDO MRS. HARPER · ROJO,10892504498261,TRUE,FALSE,149.95,1,V0243-ROJ-S,S / gasa-rojo,26.02,0.2
623740c90bda5220e77edeac,,,30,,MAGNA-LIGHTS,,TRUE,FALSE,0,1,401504N_NVBK_9,,20,0.5
623740c90bda52d7027edeab,,,42,,FUSE TREAD-TREKOR,,TRUE,FALSE,0,1,403712L_BBLM_11.5,,20,0.5
623751e00be8510abc49bbcc,8434380903903,Sudadera,44.99,null,Sudadera Title beige organic mujer,10834318885035,TRUE,FALSE,44.99,1,PC2021019040042-L,L,6.46,0
623751e00be85113e749bbd0,8434380910437,Camiseta,21.99,null,Camiseta azul marino con bordado multicolor,10834319016107,TRUE,FALSE,21.99,1,PC2021019117003-M,M,3.16,0
623751e00be851174f49bbcd,8434380974224,Camisa,49.99,null,Camisa azul celeste de rayas con logo bordado en el pecho,10834318917803,TRUE,FALSE,49.99,1,PC2021019786008-M,M,7.18,0
623751e00be8511bde49bbce,8434380868974,Gorra,29.99,null,Gorra beisbolera beige,10834318950571,TRUE,FALSE,29.99,1,PC2020018211036-U,U,4.31,0
623751e00be851945949bbca,8434380831411,Pack prendas,44.99,null,Pack de camiseta y gorra con logo bordado,10834318819499,TRUE,FALSE,44.99,1,PC2020017355109-L,L,6.46,1
623751e00be851981649bbcf,8434380910345,Camiseta,21.99,null,Camiseta blanca con bordado multicolor,10834318983339,TRUE,FALSE,21.99,1,PC2021019116001-L,L,3.16,0
623751e00be8519fbf49bbcb,8434380887357,Camiseta,24.99,null,Camiseta manga larga negra con logo bordado,10834318852267,TRUE,FALSE,24.99,1,PC2020018397002-M,M,3.59,0
623756a10bda520a527edf59,,,39,,UA SLIP-ON PLATFORM SF,,TRUE,FALSE,46.8,1,VN0A3MVC4XY1_080,201,20,0.5
623756a10bda5231097edf58,,,119,,WMNS AIR FORCE 1 ´07,,TRUE,FALSE,142.8,1,315115_112_9,189,20,0.5
6237694cc816dc5644313d05,8434380721422,Camiseta,19.99,null,Camiseta Burdeos Rigby Go,10930856984694,TRUE,FALSE,19.99,1,PC1920016365001-M,M,3.74,0.1
6237694cc816dcc175313d04,8434380868974,Gorra,24.99,null,Gorra beisbolera beige,10930856951926,TRUE,FALSE,24.99,1,PC2020018211036-U,U,4.67,0
62376b7c6ba39479b8c182a8,,,57,,GLIDE-STEP TRAIL,,TRUE,FALSE,0,1,237256_BLK_10.5,,20,0.5
623770d7c51a589dde2b65c8,,,149,,NIKE AF1_1,,TRUE,FALSE,178.8,1,DB2576_001_9.5,201,20,0.5
623770d7c51a58de752b65c9,,,119,,NIKE AIR FORCE 1 CRATER,,TRUE,FALSE,142.8,1,DH2521_700_9.5,199,20,0.5
62377cac47e64427697e880f,8003341166932,,18.95,null,GEDY 75264400200 Percha Doble Romance Bronce,10894031847497,TRUE,FALSE,18.95,1,75264400200,,3.29,2
62377cac47e64450737e8811,8003341166857,,64.95,null,GEDY 75234400200 Toallero Doble Giratorio 36 cm. Bronce Romance,10894031913033,TRUE,FALSE,64.95,1,75234400200,,22.54,2
62377cac47e644cb917e8810,8003341166918,,39.95,null,GEDY 75254400200 Portarrollo Con Tapa Romance Bronce,10894031880265,TRUE,FALSE,39.95,1,75254400200,,6.93,2
62377cac47e644ef237e8812,8003341166857,,64.95,null,GEDY 75234400200 Toallero Doble Giratorio 36 cm. Bronce Romance,10894031913033,TRUE,FALSE,64.95,1,75234400200,,22.54,2
